client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment	variant	audio_path	phonemes
6b65d753de2870a3f7d6c5dcf62ad16513c5b787f19b35a9e710b74f2663cea90e8160e644328ae630292c0dfebb22e6ec6b7daa34608757127d547ae389585f	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27395932.mp3	Zostało również omówione z Komisją i Radą	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27395932.mp3	zɔstawɔ ruvɲʲɛʃ ɔmuvʲɔnɛ s kɔmisjɔ̃ i radɔ̃
6b65d753de2870a3f7d6c5dcf62ad16513c5b787f19b35a9e710b74f2663cea90e8160e644328ae630292c0dfebb22e6ec6b7daa34608757127d547ae389585f	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27396023.mp3	Poza tym jest bardzo ważne, aby zostali oni dobrze przyjęci przez lokalną ludność	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27396023.mp3	pɔza tɨm jɛzd bardʑɔ vaʒnɛ abɨ zɔstali ɔɲi dɔbʒɛ pʃɨjɛɲtɕi pʃɛs lɔkalnɔ̃ ludnɔɕtɕ
6b65d753de2870a3f7d6c5dcf62ad16513c5b787f19b35a9e710b74f2663cea90e8160e644328ae630292c0dfebb22e6ec6b7daa34608757127d547ae389585f	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27396056.mp3	Gospodarki naszych państw są ściśle ze sobą powiązane - narodowy egotyzm tylko zaogni kryzys	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27396056.mp3	ɡɔspɔdarki naʃɨx paɲstf sɔ̃ ɕtɕiɕlɛ zɛ sɔbɔ̃ pɔvʲɔ̃zanɛ narɔdɔvɨ ɛɡɔtɨzm tɨlkɔ zaɔɡɲi krɨzɨs
da72c54ad761bec48b3d17b370cbe7edbff1c77e37244c7184165680327fe66aafb63673e076b69ae5f6380affd655428d50cb55b3c2012b0270d3b3ea9e9328	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27420320.mp3	Jeżeli to zapewnimy, to nie będziemy potrzebowali polityki posłów Meyera, Battena lub Bontesa	1	0	thirties	female_feminine		pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27420320.mp3	jɛʒɛli tɔ zapɛvɲimɨ tɔ ɲʲɛ bɛɲdʑɛmɨ pɔtʃɛbɔvali pɔlitɨki pɔswuf mɛjɛra battɛna lub bɔntɛsa
da72c54ad761bec48b3d17b370cbe7edbff1c77e37244c7184165680327fe66aafb63673e076b69ae5f6380affd655428d50cb55b3c2012b0270d3b3ea9e9328	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27420565.mp3	Dziękuję z góry za Pańskie odpowiedzi	1	0	thirties	female_feminine		pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27420565.mp3	dʑɛŋkujɛ z ɡurɨ za paɲskʲɛ ɔtpɔvʲɛdʑi
39ec8a6968e32c092ff947e272bfe003855dff871372a63b11b7ee729293d08b85e6e87a0b6554855a3577cceffec7a4bd619607a70cff8407f9c55fbe0acc37	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27434103.mp3	Teraz jednak trzeba podjąć więcej kroków, kroków, które prawdopodobnie będą ważniejsze	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27434103.mp3	tɛras jɛdnak tʃɛba pɔdjɔɲdʑ vʲɛntsɛj krɔkuf krɔkuf kturɛ pravdɔpɔdɔbɲʲɛ bɛndɔ̃ vaʒɲʲɛjʃɛ
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27493890.mp3	Co się tyczy właściwego organu, jesteśmy prawie u celu	1	0	fourties	male_masculine		pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27493890.mp3	tsɔ ɕɛ tɨtʃɨ vwaɕtɕivɛɡɔː ɔrɡanu jɛstɛɕmɨ pravʲɛ u tsɛlu
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27494231.mp3	ochrona znaków handlowych a oznaczenia pochodzenia	1	0	fourties	male_masculine		pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27494231.mp3	ɔxrɔna znakuf xandlɔvɨx a ɔznatʃɛɲʲa pɔxɔdʑɛɲʲa
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27501933.mp3	Zgadzamy się praktycznie ze wszystkim, co powiedział pan komisarz na posiedzeniu plenarnym dzisiaj wieczorem	1	0	fourties	male_masculine		pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_27501933.mp3	zɡadʑamɨ ɕɛ praktɨtʃɲʲɛ zɛ fʃɨstkim tsɔ pɔvʲɛdʑaw pan kɔmisaʃ na pɔɕɛdʑɛɲʲu plɛnarnɨm dʑiɕaj vʲɛtʃɔrɛm
fa0c868150d3d1dcba3c835623fcc6bcfa7c8df4560b1f58fac21569cb38bd4d318dfde715c27c2d3b2291a4241c54418a33cecf32cf21d66c9481bde1d2187a	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_39793196.mp3	Niektóre zasady i warunki na okres przejściowy uzgodniliśmy już podczas listopadowego posiedzenia Komitetu Pojednawczego	1	1				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_39793196.mp3	ɲʲɛkturɛ zasadɨ i varuŋki na ɔkrɛs pʃɛjɕtɕɔvɨ uzɡɔdɲiliɕmɨ juʃ pɔttʃas listɔpadɔvɛɡɔ pɔɕɛdʑɛɲʲa kɔmitɛtu pɔjɛdnaftʃɛɡɔ
0bb435267405db2e13edb8c7a585c275864410d4324fba8953cd564cf231489412029ac221fce155ffa46fdefe78c62d186f42c6f79368e3a07d3f603375fd6d	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_39880040.mp3	Po co nam ten militarny wymiar?	1	1			test	pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_39880040.mp3	pɔ tsɔ nam tɛn militarnɨ vɨmjar
c7d1ca831b00c9dd028daac5f148e1cc39f9f876a5fbe7b803e45a201de659d3adfb41c96f695cac87f007b6e7708c22a2806f11f7bd184fbc7385c000229b31	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40006813.mp3	Dziękujemy prezydencji francuskiej za przywrócenie tego wniosku	1	1	twenties	male_masculine		pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40006813.mp3	dʑɛŋkujɛmɨ prɛzɨdɛntsji frantsuskʲɛj za pʃɨvrutsɛɲʲɛ tɛɡɔ vɲʲɔsku
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40522934.mp3	Strefa Gazy stała się otwartą raną Bliskiego Wschodu	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40522934.mp3	strɛfa ɡazɨ stawa ɕɛ ɔtfartɔ̃ ranɔ̃ bliskʲɛɡɔ fsxɔdu
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40522937.mp3	edukacja, małe przedsiębiorstwa oraz wspieranie jednolitego rynku to mądra, solidna inwestycja, którą należy wspierać	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40522937.mp3	ɛdukatsja mawɛ pʃɛtɕɛmbjɔrstfa ɔras fspʲɛraɲʲɛ jɛdnɔlitɛɡɔ rɨŋku tɔ mɔndra sɔlidna invɛstɨtsja kturɔ̃ nalɛʒɨ fspʲɛratɕ
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40522953.mp3	"""„Jaka ona szlachetna!..."""	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40522953.mp3	jaka ɔna ʃlaxɛtna
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40522957.mp3	Zdawaliśmy sobie sprawę ze znaczenia utrzymywania dobrych stosunków z Parlamentem Europejskim	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40522957.mp3	zdavaliɕmɨ sɔbjɛ spravɛ zɛ znatʃɛɲʲa utʃɨmɨvaɲʲa dɔbrɨx stɔsuŋkuf s parlamɛntɛm ɛwrɔpɛjskim
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523046.mp3	Popieram jednak stanowisko sprawozdawcy	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523046.mp3	pɔpʲɛram jɛdnak stanɔviskɔ spravɔzdaftsɨ
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523059.mp3	"""„Nie powiem ani tak, ani owak,“ mruknął znów tamten."""	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523059.mp3	ɲʲɛ pɔvʲɛm aɲi tak aɲi ɔvak mruknɔw znuf tamtɛn
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523060.mp3	Jeżeli sytuacja będzie się dalej rozwijać w tym kierunku, możemy pójść o krok dalej	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523060.mp3	jɛʒɛli sɨtuatsja bɛɲdʑɛ ɕɛ dalɛj rɔzvijatɕ f tɨm kʲɛruŋku mɔʒɛmɨ pujɕtɕ ɔ krɔɡ dalɛj
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523084.mp3	Musimy zabezpieczyć współpracę między krajami pochodzenia a krajami tranzytowymi	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523084.mp3	musimɨ zabɛspʲɛtʃɨtɕ fspuwpratsɛ mʲɛndʑɨ krajami pɔxɔdʑɛɲʲa a krajami tranzɨtɔvɨmi
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523104.mp3	Komisja bada problem, wobec którego stają konsumenci przy uzyskiwaniu odszkodowania z tytułu roszczeń zbiorowych	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523104.mp3	kɔmisja bada prɔblɛm vɔbɛts kturɛɡɔ stajɔ̃ kɔnsumɛɲtɕi pʃɨ uzɨskivaɲʲu ɔtʃkɔdɔvaɲʲa s tɨtuwu rɔʃtʃɛɲ zbjɔrɔvɨx
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523114.mp3	Końcową wersję przedłożonego rozporządzenia uważam za zadowalający kompromis	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523114.mp3	kɔɲtsɔvɔ̃ vɛrsjɛ pʃɛdwɔʒɔnɛɡɔ rɔspɔʒɔndʑɛɲʲa uvaʒam za zadɔvalajɔntsɨ kɔmprɔmis
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523116.mp3	Popieram sprawozdanie	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523116.mp3	pɔpʲɛram spravɔzdaɲʲɛ
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523117.mp3	Haniebne próby przeprowadzenia referendum konstytucyjnego w takich okolicznościach są kolejnym zarzutem na tej liście	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523117.mp3	xaɲʲɛbnɛ prubɨ pʃɛprɔvadʑɛɲʲa rɛfɛrɛndum kɔnstɨtutsɨjnɛɡɔ f takix ɔkɔlitʃnɔɕtɕax sɔ̃ kɔlɛjnɨm zaʒutɛm na tɛj liɕtɕɛ
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523119.mp3	Dobrze, że poruszamy ze stroną chińską kwestię praw człowieka	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523119.mp3	dɔbʒɛ ʒɛ pɔruʃamɨ zɛ strɔnɔ̃ çiɲskɔ̃ kfɛstjɛ praf tʃwɔvʲɛka
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523136.mp3	Nasze rybołówstwo przestanie istnieć, jeżeli nie przestaniemy go osłabiać, osłabiać naszych zasobów rybnych	1	0				pl			/scratch/ABHI/huggingface_cache2/downloads/extracted/8c76145891db0bce2e80f81c136d10e43b70cd68af05b7744a335c4277496e98/pl_other_0/common_voice_pl_40523136.mp3	naʃɛ rɨbɔwufstfɔ pʃɛstaɲʲɛ istɲʲɛtɕ jɛʒɛli ɲʲɛ pʃɛstaɲʲɛmɨ ɡɔː ɔswabjatɕ ɔswabjatɕ naʃɨɣ zasɔbuf rɨbnɨx
